sni,delta,payload,ttl,ip_flags
thefinancebuff.com,0.002561,01020304050607080900,58,
tdc.ac.jp,0.00304,01020304050607080900,58,
chinawinpower.com,0.002654,01020304050607080900,58,
mikihouse.co.jp,0.002414,01020304050607080900,58,
ubuntulinux.jp,0.002683,01020304050607080900,58,
portsmouthva.gov,0.002413,01020304050607080900,58,
bongacams.info,0.00264,01020304050607080900,58,
2017058.com,0.003639,01020304050607080900,58,
peliculasxxxespanol.com,0.002547,01020304050607080900,58,
kshared.com,0.002437,01020304050607080900,58,
v6.army,0.004417,01020304050607080900,58,
techgoing.com,0.002633,01020304050607080900,58,
yale-nus.edu.sg,0.003331,01020304050607080900,58,
92ny.org,0.002478,01020304050607080900,58,
pvj.jp,0.002572,01020304050607080900,58,
breakeryard.com,0.00241,01020304050607080900,58,
taroko.gov.tw,0.002576,01020304050607080900,58,
datingnews.com,0.002576,01020304050607080900,58,
freefans.tv,0.002544,01020304050607080900,58,
thewalruss.net,0.002436,01020304050607080900,58,
atkgirlfriends.com,0.004521,01020304050607080900,58,
wolongimg.com,0.0024,01020304050607080900,58,
oh-like.com,0.002597,01020304050607080900,58,
jacr.org,0.002394,01020304050607080900,58,
asianude4u.net,0.004343,01020304050607080900,58,
newulife.com,0.002589,01020304050607080900,58,
instat.gov.al,0.003714,01020304050607080900,58,
3druck.com,0.002605,01020304050607080900,58,
languageinternational.com,0.002482,01020304050607080900,58,
bitkeep.biz,0.004449,01020304050607080900,58,
banger.jp,0.002455,01020304050607080900,58,
servicemanuals.ru,0.00245,01020304050607080900,58,
cl.app,0.002664,01020304050607080900,58,
feeld.co,0.002611,01020304050607080900,58,
freepornhdonlinegay.com,0.002839,01020304050607080900,58,
suckjerkcock.com,0.002754,01020304050607080900,58,
91p22.net,0.002638,01020304050607080900,58,
collective.com,0.002644,01020304050607080900,58,
hello-jobs.com,0.002678,01020304050607080900,58,
xxx-porn-videos.su,0.002453,01020304050607080900,58,
666forum.com,0.002389,01020304050607080900,58,
bakamh.com,0.002668,01020304050607080900,58,
xxxlatinaporn.com,0.002419,01020304050607080900,58,
starclippers.com,0.002519,01020304050607080900,58,
btbtt15.com,0.002817,01020304050607080900,58,
hdpornvideos.su,0.002619,01020304050607080900,58,
axmedya.com,0.002725,01020304050607080900,58,
capterra.fr,0.002834,01020304050607080900,58,
free-png.ru,0.002638,01020304050607080900,58,
tokyomotion.com,0.002706,01020304050607080900,58,
gpwb.gov.tw,0.002463,01020304050607080900,58,
smotret-anime.com,0.002357,01020304050607080900,58,
pornofilms.icu,0.002905,01020304050607080900,58,
maturitas.org,0.003195,01020304050607080900,58,
cylex.nl,0.002635,01020304050607080900,58,
freesexcomics.pro,0.002459,01020304050607080900,58,
tohokukanko.jp,0.00249,01020304050607080900,58,
princetonhcs.org,0.002612,01020304050607080900,58,
blo.gg,0.002513,01020304050607080900,58,
lovesconnect.com,0.00243,01020304050607080900,58,
xxxnhatban.cyou,0.002697,01020304050607080900,58,
texc.com,0.003313,01020304050607080900,58,
simba.sg,0.00304,01020304050607080900,58,
qsnode301.com,0.003702,01020304050607080900,58,
myscdn.com,0.002627,01020304050607080900,58,
smokersoutletonline.com,0.002402,01020304050607080900,58,
thehayride.com,0.002567,01020304050607080900,58,
xxxsex.su,0.002693,01020304050607080900,58,
info-milfroom.com,0.002389,01020304050607080900,58,
ievpad.com,0.002458,01020304050607080900,58,
endocrinology-journals.org,0.00249,01020304050607080900,58,
sexyoungmovies.com,0.002642,01020304050607080900,58,
yslbeauty.fr,0.002616,01020304050607080900,58,
onlinecjc.ca,0.002579,01020304050607080900,58,
moda.gov.tw,0.002512,01020304050607080900,58,
all-routes.ru,0.00262,01020304050607080900,58,
surveysandpromoonline.com,0.002413,01020304050607080900,58,
police.gov.il,0.002669,01020304050607080900,58,
ero-video.mobi,0.002731,01020304050607080900,58,
matatabix.net,0.002502,01020304050607080900,58,
best-legal.jp,0.002568,01020304050607080900,58,
333bet.casino,0.002585,01020304050607080900,58,
cloudbric.com,0.003682,01020304050607080900,58,
a227h.work,0.002423,01020304050607080900,58,
5abet111.com,0.002482,01020304050607080900,58,
erommd-street.com,0.002471,01020304050607080900,58,
geodles.com,0.002579,01020304050607080900,58,
ideal-logic.com,0.004184,01020304050607080900,58,
titoloshop.com,0.002636,01020304050607080900,58,
omio.hu,0.002581,01020304050607080900,58,
crock-pot.com,0.002624,01020304050607080900,58,
vividmpegs.com,0.002624,01020304050607080900,58,
akibablog.net,0.002427,01020304050607080900,58,
xporn.tv,0.002586,01020304050607080900,58,
animesonglyrics.com,0.003155,01020304050607080900,58,
nativeamericanheritagemonth.gov,0.002454,01020304050607080900,58,
isogg.org,0.00378,01020304050607080900,58,
camels.vip,0.00266,01020304050607080900,58,
mhvfcu.com,0.002501,01020304050607080900,58,
votted.net,0.002722,01020304050607080900,58,
hms-networks.com,0.002754,01020304050607080900,58,
hhbet0.com,0.002461,01020304050607080900,58,
ludashinewbox.com,0.002455,01020304050607080900,58,
ocqvgtbp.xyz,0.004474,01020304050607080900,58,
vfpbst.com,0.002474,01020304050607080900,58,
voyeur-house.fun,0.004271,01020304050607080900,58,
ddns.seg.br,0.002454,01020304050607080900,58,
freedomforallamericans.org,0.002739,01020304050607080900,58,
ner.gov.tw,0.003172,01020304050607080900,58,
sexmanga.pro,0.003657,01020304050607080900,58,
hyfyff.com,0.002573,01020304050607080900,58,
fpaworkshop.com,0.002482,01020304050607080900,58,
rarbgmirror.org,0.002713,01020304050607080900,58,
doujin-night.com,0.002396,01020304050607080900,58,
bongacam.ru,0.002587,01020304050607080900,58,
asia-u.ac.jp,0.003113,01020304050607080900,58,
pashabank.az,0.003505,01020304050607080900,58,
tsa.gov.tw,0.002589,01020304050607080900,58,
xxxyoungxxx.com,0.002529,01020304050607080900,58,
nus.sg,0.002531,01020304050607080900,58,
gennji.com,0.002681,01020304050607080900,58,
eyogsupplements.com,0.003191,01020304050607080900,58,
bitkeep.fun,0.002749,01020304050607080900,58,
anycomics.com,0.002429,01020304050607080900,58,
nader.org,0.00444,01020304050607080900,58,
rentcafe.co.uk,0.002605,01020304050607080900,58,
aidol.asia,0.002626,01020304050607080900,58,
nihon-eiga.com,0.002585,01020304050607080900,58,
bd24live.com,0.002587,01020304050607080900,58,
japanhub.me,0.003335,01020304050607080900,58,
swsvrm.com,0.00258,01020304050607080900,58,
japaneseporn.xxx,0.002716,01020304050607080900,58,
pornofilmeket.com,0.002613,01020304050607080900,58,
cin.guru,0.002621,01020304050607080900,58,
babezdoor.com,0.002545,01020304050607080900,58,
romwod.com,0.002614,01020304050607080900,58,
tabf.org.tw,0.002457,01020304050607080900,58,
cgh.org.tw,0.002484,01020304050607080900,58,
xnxxhd.tv,0.002422,01020304050607080900,58,
jzx2.cn,0.00266,01020304050607080900,58,
koloror.com,0.002719,01020304050607080900,58,
getyourguide.ru,0.002559,01020304050607080900,58,
100hub.com,0.002386,01020304050607080900,58,
everettpost.com,0.003096,01020304050607080900,58,
bravopokerlive.com,0.002514,01020304050607080900,58,
ratiopharm.de,0.002517,01020304050607080900,58,
acf.org.au,0.003129,01020304050607080900,58,
flixon.lol,0.002705,01020304050607080900,58,
xsmy54s.com,0.002419,01020304050607080900,58,
nmb48.com,0.00239,01020304050607080900,58,
jendow.com.tw,1.873321,01020304050607080900,58,
6787.com,0.00341,01020304050607080900,58,
awbridal.com,0.002527,01020304050607080900,58,
japansporno.com,0.002633,01020304050607080900,58,
cec.gov.tw,0.002789,01020304050607080900,58,
prostats.org,0.00269,01020304050607080900,58,
milkcafe.to,0.002447,01020304050607080900,58,
ycomesc.live,0.002427,01020304050607080900,58,
jszrbz.com,0.003649,01020304050607080900,58,
gottjg.com,0.002629,01020304050607080900,58,
javbtc.com,0.002474,01020304050607080900,58,
tvigra.ru,0.002449,01020304050607080900,58,
timee.co.jp,0.002766,01020304050607080900,58,
jobstore.com,0.004116,01020304050607080900,58,
betcoin.ag,0.231515,01020304050607080900,58,
retravision.com.au,0.002778,01020304050607080900,58,
teenpornvideos.pro,0.002822,01020304050607080900,58,
bankrollmob.com,0.002384,01020304050607080900,58,
xn--931a.moe,0.003072,01020304050607080900,58,
c0930.com,0.002755,01020304050607080900,58,
australianballet.com.au,0.002609,01020304050607080900,58,
omio.pt,0.236132,01020304050607080900,58,
nuasian.com,0.002848,01020304050607080900,58,
bytescare.com,0.002477,01020304050607080900,58,
vip-pussy.com,0.002716,01020304050607080900,58,
fuckyoungsex.com,0.002848,01020304050607080900,58,
tpc.gov.tw,0.003382,01020304050607080900,58,
onslowcountync.gov,0.002455,01020304050607080900,58,
yohjiyamamoto.co.jp,0.005275,01020304050607080900,58,
sa.gov.tw,0.002893,01020304050607080900,58,
nfte.ai,0.482235,01020304050607080900,58,
readers.jp,0.002472,01020304050607080900,58,
pizdefutute.top,0.004263,01020304050607080900,58,
lemmecheck.com,0.003425,01020304050607080900,58,
lahaus.com,0.00253,01020304050607080900,58,
goteentube.com,0.002535,01020304050607080900,58,
ip6.org.il,0.002573,01020304050607080900,58,
maxpeedingrods.com,0.002658,01020304050607080900,58,
big-big-gay.com,0.003224,01020304050607080900,58,
totallandscapecare.com,0.002604,01020304050607080900,58,
eurotwinkmovies.com,0.002709,01020304050607080900,58,
authenticshoes-cheap.com,0.002797,01020304050607080900,58,
aikotoba.jp,0.002822,01020304050607080900,58,
redpornpictures.com,0.002786,01020304050607080900,58,
taimadou.com,0.002525,01020304050607080900,58,
golezene.net,0.002568,01020304050607080900,58,
mwcog.org,0.00245,01020304050607080900,58,
topteenpussy.com,0.004101,01020304050607080900,58,
temetra.com,0.002584,01020304050607080900,58,
duol.hu,0.002452,01020304050607080900,58,
nhentai.uk,0.003383,01020304050607080900,58,
yayoi-kusama.jp,0.002427,01020304050607080900,58,
wallegro.ru,0.002576,01020304050607080900,58,
teenpornlist.net,0.002411,01020304050607080900,58,
freepornee.com,0.002858,01020304050607080900,58,
freepornfinder.net,0.002545,01020304050607080900,58,
pvbet.casino,0.003169,01020304050607080900,58,
62315c.com,0.002767,01020304050607080900,58,
ealabe.xyz,0.002609,01020304050607080900,58,
pokibr6.com,0.002819,01020304050607080900,58,
eden.org.tw,0.004754,01020304050607080900,58,
mimikama.org,0.003018,01020304050607080900,58,
osen.co.kr,0.002514,01020304050607080900,58,
nus.edu,0.003147,01020304050607080900,58,
tzuchi.org.tw,0.004445,01020304050607080900,58,
matometa-antenna.com,0.002666,01020304050607080900,58,
safehw.com,0.232715,01020304050607080900,58,
porn-manga.com,0.002508,01020304050607080900,58,
reefs.com,0.002539,01020304050607080900,58,
istudio.store,0.002663,01020304050607080900,58,
good-mebel.com,0.00273,01020304050607080900,58,
xxxhentai.net,0.002407,01020304050607080900,58,
veteranasfollando.com,0.002776,01020304050607080900,58,
live-porn-sex-cam.com,0.002433,01020304050607080900,58,
2022gay.fun,0.002768,01020304050607080900,58,
nhentai.love,0.002593,01020304050607080900,58,
toonsex.pics,0.005247,01020304050607080900,58,
bookegy.com,0.002607,01020304050607080900,58,
elsecinema.com,0.002577,01020304050607080900,58,
rbmojournal.com,0.00256,01020304050607080900,58,
xxxsexvideosasia.com,0.002685,01020304050607080900,58,
nangivideo.com,0.002572,01020304050607080900,58,
cotizacion.co,0.002502,01020304050607080900,58,
jaci-inpractice.org,0.00244,01020304050607080900,58,
becker-posner-blog.com,0.002507,01020304050607080900,58,
dailysports.net,0.002561,01020304050607080900,58,
cosplayasian.com,0.002627,01020304050607080900,58,
agit.ai,0.00242,01020304050607080900,58,
zerohanger.com,0.00258,01020304050607080900,58,
truckersnews.com,0.002649,01020304050607080900,58,
yazhouseba.co,0.002539,01020304050607080900,58,
ye88.com,0.002572,01020304050607080900,58,
bookyards.com,0.004074,01020304050607080900,58,
ogroup.com,0.002591,01020304050607080900,58,
crocs.com.au,0.002497,01020304050607080900,58,
spar.hr,0.002736,01020304050607080900,58,
gogaytube.tv,0.003189,01020304050607080900,58,
famiport.com.tw,0.002578,01020304050607080900,58,
existenz.se,0.002545,01020304050607080900,58,
e-talentbank.co.jp,0.00279,01020304050607080900,58,
orsymphony.org,0.002468,01020304050607080900,58,
baghyra.com,0.002598,01020304050607080900,58,
xn--ghq10gw1gvobv8a5z0d.com,0.002576,01020304050607080900,58,
dotuscomus.com,0.002738,01020304050607080900,58,
aleo.org,0.002514,01020304050607080900,58,
maturespace.com,1.026806,01020304050607080900,58,
ufeelgreat.com,0.002905,01020304050607080900,58,
cobo.com,0.002603,01020304050607080900,58,
e-news.pro,0.002466,01020304050607080900,58,
redengine.net,0.002472,01020304050607080900,58,
bullionbypost.eu,0.00247,01020304050607080900,58,
orleansexpress.com,0.002525,01020304050607080900,58,
bournemouthairport.com,0.003264,01020304050607080900,58,
eduopinions.com,0.002831,01020304050607080900,58,
netfly.tv,0.003427,01020304050607080900,58,
maturefactory.com,0.002666,01020304050607080900,58,
floridaindependent.com,0.002486,01020304050607080900,58,
okadoc.com,0.003233,01020304050607080900,58,
301cndcloud.com,0.002459,01020304050607080900,58,
b9good.in,0.002536,01020304050607080900,58,
zgbaki0q0f.com,0.002754,01020304050607080900,58,
asiantolick.com,0.002419,01020304050607080900,58,
vsble.me,0.002956,01020304050607080900,58,
twc.health,0.002832,01020304050607080900,58,
91short.com,0.002392,01020304050607080900,58,
ggdrop.com,0.002528,01020304050607080900,58,
howcollect.jp,0.002798,01020304050607080900,58,
govextra.gov.il,0.002846,01020304050607080900,58,
theharvestkitchen.com,0.002494,01020304050607080900,58,
jcprd.com,0.002612,01020304050607080900,58,
wahas.com,0.002477,01020304050607080900,58,
erologz.com,0.003342,01020304050607080900,58,
thinkswap.com,0.002423,01020304050607080900,58,
catholic.org.tw,0.003245,01020304050607080900,58,
funtown.com.tw,0.004318,01020304050607080900,58,
dldshare.net,0.003427,01020304050607080900,58,
laguiadelvaron.com,0.002653,01020304050607080900,58,
bitmake.com,0.00246,01020304050607080900,58,
k8.io,0.002912,01020304050607080900,58,
moero.net,0.002445,01020304050607080900,58,
virail.app,0.003378,01020304050607080900,58,
movingbeyondthepage.com,0.002425,01020304050607080900,58,
nbb38.com,0.003304,01020304050607080900,58,
hentailib.net,0.003166,01020304050607080900,58,
nmhvideo.sk,0.00364,01020304050607080900,58,
otv.co.jp,0.002508,01020304050607080900,58,
therugcompany.com,0.003247,01020304050607080900,58,
gorillatrades.com,0.003338,01020304050607080900,58,
tahsda.org.tw,0.002479,01020304050607080900,58,
co.nl,0.002667,01020304050607080900,58,
betist.com,0.004351,01020304050607080900,58,
armed.am,0.002723,01020304050607080900,58,
vip8591.com,0.002535,01020304050607080900,58,
5115s5115.com,0.002701,01020304050607080900,58,
yokidoll.com,0.002888,01020304050607080900,58,
xxxhentaipics.com,0.002472,01020304050607080900,58,
pravatar.cc,0.002472,01020304050607080900,58,
zyxel.eu,0.003478,01020304050607080900,58,
doujincafe.com,0.002365,01020304050607080900,58,
xinmeitulu.com,0.003144,01020304050607080900,58,
singaporeuncensored.com,0.004572,01020304050607080900,58,
lululemon.es,0.004779,01020304050607080900,58,
manytoon.me,0.002658,01020304050607080900,58,
zn7.net,0.002718,01020304050607080900,58,
doodoo.love,0.002486,01020304050607080900,58,
ssrtool.us,0.003355,01020304050607080900,58,
simplyhired.com.au,0.00243,01020304050607080900,58,
beaumonttexas.gov,0.002621,01020304050607080900,58,
cymydolls.com,0.003616,01020304050607080900,58,
macau-jc.com,0.003169,01020304050607080900,58,
thesqua.re,0.002815,01020304050607080900,58,
jablehk.com,0.002925,01020304050607080900,58,
tiege03.xyz,0.002684,01020304050607080900,58,
hoyu.co.jp,0.004913,01020304050607080900,58,
bongacam.net,0.004679,01020304050607080900,58,
a6.com,0.002455,01020304050607080900,58,
best-porn-clips.com,0.236135,01020304050607080900,58,
pornovkisku.com,0.002475,01020304050607080900,58,
zoobonus.club,0.002577,01020304050607080900,58,
mesudoreidaisuki.com,0.003254,01020304050607080900,58,
kia.gov.tw,0.005007,01020304050607080900,58,
wa3idoun.com,0.003361,01020304050607080900,58,
sats.com.sg,0.002618,01020304050607080900,58,
airmedcarenetwork.com,0.002594,01020304050607080900,58,
mtfj.net,0.002906,01020304050607080900,58,
whatsonclearance.com,0.004719,01020304050607080900,58,
joinsuperhuman.ai,0.002704,01020304050607080900,58,
enginepatrol.com,0.005105,01020304050607080900,58,
f1lasvegasgp.com,0.002845,01020304050607080900,58,
buco.co.za,0.002483,01020304050607080900,58,
flirt888.com,0.002903,01020304050607080900,58,
udvl.com,0.002563,01020304050607080900,58,
bijindoll.com,0.004007,01020304050607080900,58,
pornovater.com,0.002538,01020304050607080900,58,
summerinitaly.com,0.002631,01020304050607080900,58,
blood.org.tw,0.002634,01020304050607080900,58,
wdasec.gov.tw,0.002743,01020304050607080900,58,
qooah.com,0.004143,01020304050607080900,58,
aainsurance.co.nz,0.003486,01020304050607080900,58,
okkisokuho.com,0.002394,01020304050607080900,58,
topsexhdvideos.com,0.002497,01020304050607080900,58,
teenagepussypic.com,0.00245,01020304050607080900,58,
nijifeti.com,0.002652,01020304050607080900,58,
drnh.gov.tw,0.002429,01020304050607080900,58,
c-date.de,0.002446,01020304050607080900,58,
riseonlineworld.com,0.002623,01020304050607080900,58,
unlistedleaks.su,0.002414,01020304050607080900,58,
easyteensex.com,0.002503,01020304050607080900,58,
giantlottos.com,0.002471,01020304050607080900,58,
hard-tm.su,0.002664,01020304050607080900,58,
xhamstervideo.net,0.002539,01020304050607080900,58,
wasedajuku.com,0.002753,01020304050607080900,58,
nick20.com,0.003074,01020304050607080900,58,
drdinl.com,0.002523,01020304050607080900,58,
elog-ch.com,0.002489,01020304050607080900,58,
jqk2345.com,0.002532,01020304050607080900,58,
savoirflair.com,0.002442,01020304050607080900,58,
acgxtang.com,0.002657,01020304050607080900,58,
whorunsgov.com,0.004536,01020304050607080900,58,
esh.org.tw,0.002383,01020304050607080900,58,
videohardamatoriali.com,0.002682,01020304050607080900,58,
lilith-soft.com,0.002456,01020304050607080900,58,
file-upload.org,0.002605,01020304050607080900,58,
5448e.cc,0.002352,01020304050607080900,58,
gamesense.pub,0.002443,01020304050607080900,58,
2co.com,0.002405,01020304050607080900,58,
hhbet1.com,0.002646,01020304050607080900,58,
comic-action.com,0.002687,01020304050607080900,58,
bananapro.club,0.002618,01020304050607080900,58,
mycams.com,0.002385,01020304050607080900,58,
consortium.co.uk,0.002625,01020304050607080900,58,
americaneagle.ae,0.004994,01020304050607080900,58,
account.gov.il,0.002828,01020304050607080900,58,
kanshudo.com,0.002431,01020304050607080900,58,
xxnxx-porn.com,0.002724,01020304050607080900,58,
chifa-mazu.org.tw,0.002381,01020304050607080900,58,
cashforcars.com,0.002884,01020304050607080900,58,
kbmaeil.com,0.002993,01020304050607080900,58,
facai686.xyz,0.002784,01020304050607080900,58,
chinaliftoff-creatives.io,0.002483,01020304050607080900,58,
tarac.nl,0.002441,01020304050607080900,58,
ourplantbasedworld.com,0.002694,01020304050607080900,58,
gyokusendo.co.jp,0.242432,01020304050607080900,58,
steamid.uk,0.002412,01020304050607080900,58,
asianfplace.com,0.002518,01020304050607080900,58,
femeixxx.top,0.002661,01020304050607080900,58,
380.tw,0.002916,01020304050607080900,58,
barlamane.com,0.002622,01020304050607080900,58,
cruisebase.com,0.002838,01020304050607080900,58,
plum.io,0.002548,01020304050607080900,58,
bostonballet.org,0.002511,01020304050607080900,58,
gamertak.com,0.002589,01020304050607080900,58,
hqporn.cc,0.002509,01020304050607080900,58,
gvi.co.uk,0.002829,01020304050607080900,58,
tripplus.cc,0.003448,01020304050607080900,58,
libdemvoice.org,0.002572,01020304050607080900,58,
fast.org.tw,0.002432,01020304050607080900,58,
chigua2.com,0.002466,01020304050607080900,58,
eromanga-daisuki.com,0.002396,01020304050607080900,58,
question-orthographe.fr,0.002555,01020304050607080900,58,
don-shina.ru,0.002592,01020304050607080900,58,
effectory.com,0.003052,01020304050607080900,58,
jav.directory,0.002473,01020304050607080900,58,
ysgc.fun,0.003644,01020304050607080900,58,
talladegasuperspeedway.com,0.002643,01020304050607080900,58,
7750003.com,0.002585,01020304050607080900,58,
aeroportoporto.pt,0.002397,01020304050607080900,58,
youblog.jp,0.00282,01020304050607080900,58,
javplay.pro,0.002662,01020304050607080900,58,
tphcc.gov.tw,0.002546,01020304050607080900,58,
blocksec.com,0.002632,01020304050607080900,58,
igruns.com,0.002514,01020304050607080900,58,
bdsm.gs,0.002763,01020304050607080900,58,
asjmapihost.cc,0.002483,01020304050607080900,58,
vip301zf.com,0.002499,01020304050607080900,58,
mw-system.jp,0.003438,01020304050607080900,58,
topersatzteile.de,0.002935,01020304050607080900,58,
playteentube.com,0.002448,01020304050607080900,58,
vintagefashionguild.org,0.002525,01020304050607080900,58,
youngpussypic.com,0.002558,01020304050607080900,58,
javpussy.net,0.002932,01020304050607080900,58,
dubuxiaoshuo.com,0.002383,01020304050607080900,58,
burmalibrary.org,0.002737,01020304050607080900,58,
ntsec.gov.tw,0.002618,01020304050607080900,58,
wastetodaymagazine.com,0.002625,01020304050607080900,58,
ichinuke.com,0.003116,01020304050607080900,58,
cgicgi.io,0.002561,01020304050607080900,58,
globalbank.com.pa,0.002713,01020304050607080900,58,
zenicablog.com,0.002579,01020304050607080900,58,
menscyzo.com,0.003452,01020304050607080900,58,
paste.fo,0.002654,01020304050607080900,58,
paidtosin.com,0.002594,01020304050607080900,58,
sakuratan.net,0.002457,01020304050607080900,58,
pornbus.com,0.003182,01020304050607080900,58,
fydns2023.com,0.00356,01020304050607080900,58,
xiao301.cc,0.002476,01020304050607080900,58,
phwin.app,0.002554,01020304050607080900,58,
nstm.gov.tw,0.002597,01020304050607080900,58,
roomfortuesday.com,0.002829,01020304050607080900,58,
worldvision.org.tw,0.002572,01020304050607080900,58,
gio.gov.tw,0.002719,01020304050607080900,58,
vulnona.com,0.002532,01020304050607080900,58,
cognac-expert.com,0.002593,01020304050607080900,58,
pornoingyen.net,0.002492,01020304050607080900,58,
apkmonk.net,0.002588,01020304050607080900,58,
couponasion.com,0.002808,01020304050607080900,58,
aryzap.com,0.002615,01020304050607080900,58,
lambda-tek.com,0.00264,01020304050607080900,58,
goeuro.de,0.002553,01020304050607080900,58,
atlasos.net,0.002493,01020304050607080900,58,
checkcardetails.co.uk,0.002719,01020304050607080900,58,
roofnest.com,0.002601,01020304050607080900,58,
9damaogame.net,0.002629,01020304050607080900,58,
xxxcomicsex.com,0.002368,01020304050607080900,58,
lookmovie.la,0.002631,01020304050607080900,58,
synlab.it,0.002501,01020304050607080900,58,
ccavbox.com,0.002545,01020304050607080900,58,
jebet.vip,0.00352,01020304050607080900,58,
marushin-magazine.com,0.231123,01020304050607080900,58,
mature-hits.net,0.002542,01020304050607080900,58,
csgo-skins.com,0.00256,01020304050607080900,58,
audit.gov.tw,0.003079,01020304050607080900,58,
hsin-yi.org.tw,0.003008,01020304050607080900,58,
montagnes-magazine.com,0.002434,01020304050607080900,58,
uniteapi.dev,0.002471,01020304050607080900,58,
wonderfulday27.live,0.002441,01020304050607080900,58,
cerberusftp.com,0.002862,01020304050607080900,58,
sportwetten.de,0.002557,01020304050607080900,58,
videosbag.com,0.002852,01020304050607080900,58,
romsfast.com,0.002755,01020304050607080900,58,
123guestbook.com,0.002857,01020304050607080900,58,
hakka.gov.tw,0.002929,01020304050607080900,58,
iporntv.tv,0.002663,01020304050607080900,58,
notepm.jp,0.002423,01020304050607080900,58,
amsperformance.com,0.0041,01020304050607080900,58,
ncree.gov.tw,0.003276,01020304050607080900,58,
nijimoemoe.com,0.002425,01020304050607080900,58,
jav24.com,0.002564,01020304050607080900,58,
jiuse.icu,0.002464,01020304050607080900,58,
vecchieporche.com,0.003463,01020304050607080900,58,
thepermanentejournal.org,0.23539,01020304050607080900,58,
onionplay.si,0.002507,01020304050607080900,58,
lune-soft.jp,0.002655,01020304050607080900,58,
taiwan-pharma.org.tw,0.002376,01020304050607080900,58,
4gviet.com,0.002433,01020304050607080900,58,
youporn.lol,0.003958,01020304050607080900,58,
xnxxx.work,0.002806,01020304050607080900,58,
umbocv.com,0.002631,01020304050607080900,58,
catering-appliance.com,0.002827,01020304050607080900,58,
hitmoe.com,0.002451,01020304050607080900,58,
moeaidb.gov.tw,0.002526,01020304050607080900,58,
gratisreifefrauen.com,0.002451,01020304050607080900,58,
baltimorejewishlife.com,0.002469,01020304050607080900,58,
abports.co.uk,0.004505,01020304050607080900,58,
vaginapics.net,0.002391,01020304050607080900,58,
baphiq.gov.tw,0.002422,01020304050607080900,58,
asajo.jp,0.002493,01020304050607080900,58,
navirank.com,0.002469,01020304050607080900,58,
phim69.xxx,0.002853,01020304050607080900,58,
luxuryhotel.guru,0.003209,01020304050607080900,58,
viper.to,0.002465,01020304050607080900,58,
auto-doc.ie,0.003269,01020304050607080900,58,
bfzyapi.com,0.003198,01020304050607080900,58,
jp-adult.net,0.002533,01020304050607080900,58,
doseihaeyeclinic.com,0.002432,01020304050607080900,58,
yidan.in,0.002569,01020304050607080900,58,
shouhaopingtai.com,0.002667,01020304050607080900,58,
bcfvfvtg.xyz,0.002621,01020304050607080900,58,
blockvision.org,0.002855,01020304050607080900,58,
52papa.tv,0.002412,01020304050607080900,58,
work-out.org,0.002895,01020304050607080900,58,
hamaraphotos.com,0.0025,01020304050607080900,58,
abcty1.com,0.003122,01020304050607080900,58,
ting13.com,0.002674,01020304050607080900,58,
splitrock.net,0.00246,01020304050607080900,58,
zsher.com,0.002593,01020304050607080900,58,
gaypasg.org,0.002463,01020304050607080900,58,
8fnu.com,0.00267,01020304050607080900,58,
bitkeep.life,0.002927,01020304050607080900,58,
1stformations.co.uk,0.002467,01020304050607080900,58,
labour.org.nz,0.003187,01020304050607080900,58,
moch.gov.il,0.002698,01020304050607080900,58,
faphouselive.com,0.002572,01020304050607080900,58,
nakedpussyteen.fun,0.0027,01020304050607080900,58,
longxialjkashdiuhozhjksadlkfj.com,0.002525,01020304050607080900,58,
jclinepi.com,0.002511,01020304050607080900,58,
rawbit.ninja,0.002763,01020304050607080900,58,
news-choice.net,0.002623,01020304050607080900,58,
skh.org.tw,0.002555,01020304050607080900,58,
yellow.com,0.003386,01020304050607080900,58,
ibobo1.com,0.002476,01020304050607080900,58,
bukkake.one,0.002566,01020304050607080900,58,
artnature.co.jp,0.002612,01020304050607080900,58,
arrmaforum.com,0.002603,01020304050607080900,58,
penghu-nsa.gov.tw,0.002692,01020304050607080900,58,
shuku99.com,0.002583,01020304050607080900,58,
ggbet.com,0.002418,01020304050607080900,58,
foodnetworksolution.com,0.002848,01020304050607080900,58,
jtjms-mx.com,0.002755,01020304050607080900,58,
tubemasta.com,0.002581,01020304050607080900,58,
peacss9.xyz,0.002641,01020304050607080900,58,
ckbet888.com,0.002558,01020304050607080900,58,
sebet111.com,0.003462,01020304050607080900,58,
inxxx.org,0.002591,01020304050607080900,58,
aii.life,0.004681,01020304050607080900,58,
bangumi.online,0.003172,01020304050607080900,58,
pornomaturegratuit.com,0.002531,01020304050607080900,58,
10haojk.com,0.002685,01020304050607080900,58,
attackers.net,0.002617,01020304050607080900,58,
diabetesresearchclinicalpractice.com,0.002402,01020304050607080900,58,
savelife.in.ua,0.002667,01020304050607080900,58,
nestrealty.com,0.003237,01020304050607080900,58,
dhf.org.tw,0.002676,01020304050607080900,58,
ifa.com,0.002548,01020304050607080900,58,
karuizawa-psp.jp,0.002762,01020304050607080900,58,
eigarape.com,0.002583,01020304050607080900,58,
hindi3x.net,0.003457,01020304050607080900,58,
goldenhorse.org.tw,0.002869,01020304050607080900,58,
97970.cc,0.002503,01020304050607080900,58,
j9p.com,0.002543,01020304050607080900,58,
kmqsaq.com,0.002599,01020304050607080900,58,
biqugse.com,0.002697,01020304050607080900,58,
